70,18,52,79,68,65,24,63,58,61
42,21,71,27,18,20,37,51,41,15
66,13,1,4,79,31,34,60,51,62
36,16,47,3,75,19,21,53,52,72
40,71,72,41,64,18,6,59,3,42
75,65,54,28,17,43,11,18,68,71
73,47,71,39,18,28,9,77,63,29
18,45,80,10,46,48,37,2,23,55
8,49,71,3,13,9,20,34,0,47
12,9,33,26,34,45,46,48,36,49
56,13,37,31,65,24,72,6,79,76
23,13,60,57,58,69,21,10,5,51
22,28,1,3,57,9,43,63,0,80
74,40,79,66,34,60,52,30,47,71
12,33,16,63,15,23,58,45,78,31
29,26,67,12,74,30,32,9,41,16
77,1,22,79,31,52,24,64,30,75
61,21,47,3,31,37,38,29,73,67
71,67,74,0,5,52,25,58,26,37
70,61,45,68,74,72,42,75,76,21
72,17,33,25,51,52,38,19,42,28
16,56,71,3,53,15,20,38,8,32
10,21,49,14,41,46,32,20,47,77
73,76,13,75,72,10,67,48,61,70
52,75,30,21,46,53,24,56,58,16
43,1,48,31,28,80,76,51,13,20
31,45,57,67,8,24,44,38,26,61
2,66,4,80,76,79,45,16,61,56
71,39,20,47,70,30,53,14,4,49
35,77,12,67,43,54,76,13,42,75
17,59,26,51,3,20,77,39,14,47
57,23,51,32,45,12,76,79,70,42
64,21,63,78,27,9,49,17,66,75
37,42,20,29,78,46,40,64,62,30
74,66,19,35,46,55,51,31,18,68
23,54,71,45,40,33,77,21,37,51
22,14,60,53,30,19,34,10,23,27
54,32,12,72,42,45,52,15,10,27
40,6,7,37,32,42,73,20,5,55
1,24,22,51,80,12,23,41,18,49
21,1,35,61,70,14,18,62,13,75
30,25,4,77,72,14,47,23,34,45
46,11,70,57,72,71,44,33,8,26
6,78,53,57,58,41,23,24,72,63
56,12,66,13,1,41,43,2,21,42
21,34,56,64,51,22,29,63,72,80
70,58,54,33,61,34,9,60,32,47
0,80,18,51,10,16,69,38,48,47
53,41,78,73,4,69,46,65,68,34
12,2,20,25,52,59,65,60,48,61
53,79,39,20,47,30,15,37,77,40
20,27,32,67,42,64,9,76,10,5
16,29,38,7,4,49,10,64,46,23
2,12,56,36,79,38,34,30,61,1
78,34,41,22,48,23,31,10,77,44
69,37,60,34,22,54,45,29,33,25
6,11,17,73,45,46,67,28,76,34
0,41,3,23,79,64,78,2,24,9
59,79,30,41,6,26,15,33,27,37
60,79,68,71,11,74,0,64,32,67
34,37,39,46,74,26,7,24,51,70
19,7,10,6,2,70,41,48,58,35
73,41,77,28,5,75,71,38,6,39
51,40,45,46,7,16,79,38,39,52
54,67,9,77,60,65,75,3,44,15
53,41,21,43,8,71,70,28,44,63
29,51,73,14,54,9,5,31,49,48
52,6,60,71,8,44,65,59,14,11
69,34,72,29,70,57,45,53,55,36
60,52,56,22,12,71,1,42,14,35
8,70,51,3,53,1,80,77,10,26
35,65,26,37,61,24,3,52,25,57
73,72,44,62,79,15,7,66,49,35
67,41,13,78,8,15,57,36,28,12
38,22,74,1,76,75,5,45,19,63
52,41,46,20,67,6,62,18,8,42
73,66,77,70,23,68,29,3,7,10
39,73,57,1,80,22,45,44,76,9
33,55,19,41,70,25,76,17,62,54
35,78,14,72,17,45,40,31,79,26
5,80,43,26,79,58,76,77,62,11
30,46,25,12,66,11,80,32,24,69
78,61,57,34,44,63,53,8,36,73
51,10,78,45,61,60,75,37,34,24
49,77,17,19,48,56,23,34,9,80
38,1,22,20,49,69,65,33,29,8
49,38,70,78,37,63,57,61,22,72
23,68,67,39,43,36,28,53,61,17
77,79,33,15,34,60,11,1,46,16
54,78,79,80,1,4,17,55,76,66
19,18,3,63,64,23,71,79,27,80
63,12,80,8,19,67,48,32,43,26
28,71,34,26,37,45,12,72,58,8
64,79,18,53,14,26,5,25,52,73
73,34,14,8,1,52,35,12,55,11
67,14,32,31,78,63,1,61,18,42
58,1,69,37,30,19,0,38,71,8
77,76,55,20,40,62,53,32,12,71
32,68,7,5,77,60,33,45,72,49
3,69,23,59,28,76,31,8,41,38
10,55,5,56,79,77,73,2,60,80
32,37,70,58,1,69,72,45,57,64
49,28,12,42,64,0,33,18,30,16
72,25,38,66,26,45,75,57,1,40
63,36,43,46,28,32,39,14,16,42
48,45,58,9,69,8,77,56,7,55
60,37,64,75,9,35,15,21,0,1
74,11,14,26,23,3,2,8,0,70
54,44,61,29,62,48,79,72,0,57
56,79,16,70,48,27,23,2,12,43
54,35,52,51,77,12,75,27,2,20
8,24,46,17,80,5,11,76,38,52
26,10,68,29,14,24,1,21,0,42
39,18,36,66,21,12,29,56,61,70
58,28,66,42,73,43,61,13,46,70
33,37,42,53,55,48,9,63,46,38
36,70,79,38,19,69,66,29,58,9
13,41,37,67,64,52,80,11,0,69
77,80,8,6,72,43,42,38,16,0
69,54,70,10,7,52,41,34,75,58
17,70,61,21,19,12,31,23,45,67
26,9,68,17,30,75,40,48,63,44
57,73,68,19,9,52,49,35,60,38
64,8,67,80,19,38,76,79,18,28
66,71,68,32,67,45,5,62,2,15
2,22,54,77,28,73,68,78,79,64
43,21,37,34,63,35,67,62,46,38
54,11,27,53,55,47,76,26,21,22
34,31,71,58,61,64,72,47,8,6
30,0,1,25,39,73,35,24,17,18
75,21,29,4,76,62,70,1,20,66
7,1,54,55,56,58,69,57,35,17
1,25,19,47,9,80,34,32,35,2
60,29,74,80,5,7,28,65,45,12
0,35,30,20,12,34,22,44,64,77
8,7,41,38,14,10,1,29,70,68
69,48,46,70,56,40,68,75,26,32
42,8,6,7,43,51,41,12,28,67
15,9,46,16,41,56,78,63,74,0
68,56,30,59,67,14,57,0,53,65
51,10,53,43,69,72,12,60,41,13
12,77,76,9,11,61,71,74,62,39
45,44,61,36,1,35,12,28,18,73
15,78,62,56,60,55,48,23,61,11
52,33,27,36,58,29,44,48,53,38
14,63,72,10,64,25,24,60,38,37
52,22,54,62,15,32,1,12,63,31
49,16,23,28,17,54,15,68,14,18
49,51,72,32,77,18,20,69,21,40
17,45,60,37,49,16,15,52,68,67
46,29,67,78,39,24,55,15,23,60
66,5,58,48,75,80,23,51,74,78
52,61,25,73,41,77,63,38,29,16
58,51,18,15,6,68,47,55,40,56
61,9,13,24,75,38,33,40,54,53
75,54,40,5,2,30,63,58,38,77
73,30,7,0,66,60,20,9,79,39
29,69,34,7,25,76,78,22,24,55
1,72,75,26,10,43,64,9,35,46
49,4,58,65,19,44,12,28,61,43
46,37,22,21,10,58,59,64,42,54
23,25,34,35,49,21,1,7,32,60
11,45,63,3,17,46,53,34,58,42
51,61,27,33,18,42,39,0,22,19
32,8,60,17,44,71,29,56,27,37
73,60,75,80,47,18,25,22,78,41
59,33,28,65,67,27,49,62,58,52
65,9,15,5,21,74,32,70,60,18
74,49,18,29,53,43,15,26,12,79
75,79,35,1,6,73,52,72,56,57
80,78,18,41,67,19,37,79,11,75
39,15,4,37,47,46,19,73,0,28
28,13,2,17,0,25,34,70,31,7
33,64,77,39,51,38,17,71,30,60
14,22,21,41,18,58,57,52,42,53
54,72,64,9,47,79,29,39,26,69
49,18,78,72,24,6,51,46,10,47
35,7,8,37,16,65,25,3,68,74
38,49,46,39,23,19,64,34,29,42
29,72,70,25,5,58,74,8,71,34
5,2,6,51,67,29,41,17,74,66
53,12,71,59,66,18,38,67,56,25
57,41,25,62,5,49,79,30,43,10
74,13,5,19,78,27,75,66,79,16
30,0,70,79,53,48,34,73,21,27
36,23,13,51,20,25,6,15,54,34
65,57,45,15,41,14,38,68,31,75
71,26,53,1,49,18,39,35,27,10
70,47,44,37,3,34,49,61,20,22
33,32,49,38,5,58,4,47,35,78
35,64,54,68,21,16,55,66,24,56
54,48,75,39,20,31,19,67,4,10
36,59,77,3,43,17,0,34,12,53
72,67,49,53,26,74,0,64,42,25
70,54,38,45,8,51,9,17,3,35
60,66,44,34,3,77,35,61,15,23
13,60,6,66,1,7,69,39,61,78
57,79,39,23,41,46,64,11,66,24
21,52,18,60,8,34,37,20,29,40
47,34,67,45,59,37,19,22,10,11
23,71,28,3,57,37,18,58,36,73
15,47,19,29,44,76,30,32,27,18
4,70,74,33,68,11,76,58,42,36
59,14,4,9,48,72,21,42,16,10
44,3,5,52,6,0,64,2,79,14
80,38,51,20,26,71,75,21,15,78
6,69,20,7,59,62,29,19,65,22
30,33,4,78,7,46,70,11,58,16
23,51,17,67,49,36,64,22,13,28
29,11,8,5,70,64,61,19,10,35
79,47,57,33,25,7,0,61,71,56
19,35,70,41,24,72,11,45,68,73
76,25,74,6,41,3,39,18,17,44
0,53,21,71,17,9,8,3,36,6
3,29,74,33,13,48,66,27,8,40
74,19,60,12,8,53,72,15,68,41
17,60,42,66,44,65,11,31,70,18
25,55,18,30,28,77,43,15,80,74
73,72,20,78,49,5,1,27,68,51
78,3,22,65,40,57,79,43,56,46
25,38,14,32,11,46,35,31,16,68
48,16,42,38,47,23,19,22,73,45
15,31,72,52,33,14,29,40,37,47
3,80,24,46,42,35,32,64,33,11
14,9,28,2,3,4,33,38,27,64
12,18,67,58,70,54,44,47,16,46
42,12,18,60,31,46,3,8,41,34
79,44,47,22,5,55,73,11,35,40
39,41,48,1,51,64,52,77,75,71
16,6,13,72,32,15,18,52,35,66
43,57,5,77,79,22,62,20,78,46
3,47,26,51,28,10,2,75,62,59
10,73,52,49,21,25,12,33,61,76
74,56,43,12,20,39,58,53,67,24
68,55,27,19,7,26,38,23,64,32
31,64,24,65,12,28,35,51,26,76
20,11,39,26,13,74,10,42,75,9
70,79,39,31,1,25,45,13,49,57
38,22,17,65,18,7,39,73,0,36
7,35,10,20,21,42,32,30,39,33
73,10,38,23,6,67,70,35,64,75
65,53,9,18,0,30,29,68,61,21
62,27,49,2,16,60,34,47,29,61
63,25,29,28,72,58,53,33,46,43
51,9,47,32,25,56,34,13,10,62
21,9,26,17,29,71,4,54,72,28
13,66,39,31,48,76,21,73,65,8
3,64,52,32,25,17,72,62,69,41
19,77,6,11,65,64,41,72,59,31
25,12,75,44,41,38,40,67,43,62
6,37,57,32,15,19,59,64,5,40
2,47,42,68,34,10,48,53,78,76
59,10,18,40,53,41,19,29,78,3
60,53,37,32,77,31,44,67,56,70
22,54,30,74,5,72,55,27,35,69
70,41,64,23,20,8,27,10,45,31
6,74,38,43,37,0,64,33,5,39
62,9,58,30,32,34,29,61,53,36
17,10,21,29,47,52,79,46,44,66
42,48,56,70,8,57,34,68,7,78
57,65,71,34,1,68,56,31,41,39
63,59,13,68,74,69,15,22,4,30
34,56,44,31,57,62,16,72,63,18
30,14,69,39,10,78,1,20,19,64
4,74,46,56,32,60,3,80,35,26
48,1,19,80,66,53,6,18,2,11
24,18,51,62,77,34,12,22,75,69
32,41,15,21,47,76,27,1,2,31
31,38,55,2,63,36,6,49,72,39
60,16,13,18,52,38,58,70,3,62
74,28,9,20,17,13,79,5,54,42
49,29,19,25,31,76,52,2,40,14
39,22,65,32,74,14,67,6,61,68
10,61,21,65,32,52,34,43,6,29
49,55,37,25,79,46,71,35,57,18
74,51,17,70,19,75,10,57,55,76
26,42,63,17,22,24,41,72,57,35
23,29,53,12,31,1,40,4,13,2
3,18,13,15,2,62,67,0,43,1
61,46,14,24,10,18,73,6,21,36
5,39,56,32,69,22,58,62,67,8
45,55,77,18,24,58,62,66,39,11
29,69,37,20,78,39,30,71,52,58
49,3,43,56,17,35,69,57,2,32
44,7,5,80,56,20,27,55,32,17
39,5,20,52,31,25,21,10,3,26
2,44,63,27,13,61,58,34,42,14
63,65,14,4,16,79,74,75,45,12
24,23,21,70,57,65,13,29,47,6
1,31,40,39,5,41,4,26,35,73
35,36,56,67,58,30,27,18,1,68
11,4,47,22,24,33,25,14,28,74
26,7,35,39,51,49,43,5,29,76
80,41,66,58,62,59,52,28,6,75
67,65,29,45,62,52,38,9,61,71
64,41,0,30,61,65,24,56,36,27
43,75,15,44,77,10,40,16,24,26
11,8,54,28,38,60,56,48,6,35
7,79,2,46,60,33,9,80,18,66
80,21,43,30,5,41,25,45,14,77
62,2,56,24,52,46,9,1,14,45
33,68,40,28,2,52,60,19,20,36
59,33,68,52,32,14,4,36,58,66
65,46,67,13,0,21,35,44,68,30
55,35,18,60,52,36,76,53,78,59
42,0,77,11,65,64,40,17,34,54
56,52,77,8,63,43,28,58,9,37
60,26,63,64,39,80,74,7,35,46
34,42,11,26,48,1,35,13,27,60
14,65,32,37,23,24,31,15,54,52
76,70,35,5,71,12,77,13,52,10
69,73,22,24,59,23,7,26,76,40
80,23,27,19,15,59,55,45,62,68
45,74,30,28,69,42,47,40,23,20
79,57,5,33,21,3,26,48,24,47
21,37,10,28,70,43,65,12,68,27
1,58,34,2,8,19,18,23,71,51
61,15,55,9,14,45,16,72,62,70
6,20,63,76,32,8,12,22,52,64
25,58,19,54,79,62,63,42,69,80
23,69,24,4,21,48,35,18,68,54
67,62,53,64,35,57,33,41,69,74
63,52,45,20,51,37,31,14,80,18
49,77,16,42,46,4,73,30,17,62
73,65,25,29,62,52,7,15,6,45
11,60,34,47,20,79,77,39,71,78
10,56,1,44,72,3,39,60,4,9
68,62,57,37,59,79,41,18,4,32
65,5,22,16,67,31,55,34,63,62
66,14,78,45,62,53,38,74,23,70
36,9,74,58,71,78,57,64,28,69
73,4,41,61,14,42,80,75,25,22
5,70,7,42,10,32,39,13,24,21
44,49,4,61,36,2,66,19,51,64
19,47,42,1,5,71,66,16,78,72
13,39,77,72,31,29,18,15,11,49
1,16,59,57,72,77,20,79,15,9
47,48,68,12,8,28,44,74,73,34
60,14,68,79,6,27,41,62,40,78
51,56,70,9,57,46,24,28,80,19
67,63,60,10,53,1,79,78,74,46
43,65,56,52,41,79,62,7,46,59
51,24,22,78,67,16,70,59,20,29
0,45,3,18,1,78,7,63,67,34
43,3,38,71,72,76,7,17,25,63
24,43,31,26,36,10,45,18,3,4
52,27,45,7,23,75,61,68,56,6
62,48,79,45,72,59,49,10,78,56
33,72,48,21,64,56,30,67,10,37
71,60,45,6,15,28,54,24,59,0
32,44,38,19,69,49,74,43,70,66
1,7,68,2,0,33,43,76,46,77
19,3,79,70,55,10,41,73,11,40
20,74,39,31,9,62,57,25,21,6
35,31,34,78,23,77,49,42,57,63
72,70,26,47,4,68,42,41,79,8
52,15,9,31,66,79,43,57,8,2
68,22,41,74,56,8,1,33,69,15
26,42,27,63,56,18,5,70,75,41
36,6,20,78,25,68,21,31,46,44
28,75,76,27,44,57,79,11,21,47
28,2,74,31,72,27,44,38,60,55
52,45,66,56,28,42,2,38,34,13
53,18,19,35,15,6,39,57,9,54
67,20,75,15,71,46,1,26,34,7
74,49,34,44,8,60,72,69,11,3
52,1,77,37,0,15,51,71,62,46
44,23,73,20,37,27,3,7,49,12
35,71,3,53,66,13,37,57,43,4
77,30,53,27,41,75,52,7,19,73
21,78,10,23,61,56,26,24,45,12
53,9,10,59,41,18,5,31,4,78
68,47,54,73,66,56,67,35,70,8
60,24,43,16,9,59,19,5,2,20
6,38,47,75,40,78,0,56,5,74
28,8,1,66,23,25,72,33,51,34
24,76,40,77,32,75,47,26,7,58
63,72,27,40,29,67,30,10,4,39
1,15,8,54,51,52,3,39,58,23
32,20,12,44,25,28,18,33,38,42
54,66,63,51,11,27,13,3,64,61
7,63,6,33,2,28,80,38,31,45
10,56,34,79,62,9,35,18,13,27
31,28,24,29,58,76,69,74,48,35
42,20,6,63,7,58,25,55,9,10
18,10,54,60,31,25,23,52,59,14
6,57,67,69,76,77,63,49,24,3
27,3,76,49,60,14,61,28,59,13
75,33,1,17,9,59,58,15,27,47
28,5,68,65,29,1,48,73,77,75
38,33,18,0,17,62,12,45,10,57
79,42,17,29,37,77,39,68,72,19
16,78,53,58,52,8,35,13,60,17
61,32,15,72,69,30,26,64,71,14
58,6,52,24,65,26,44,37,33,9
32,58,6,41,4,66,59,28,39,68
51,28,17,52,10,41,22,34,9,48
62,60,33,8,58,41,40,4,52,16
10,9,11,46,74,7,24,28,18,78
31,51,19,67,55,11,69,29,22,71
56,4,1,20,9,18,52,63,76,71
4,8,21,31,56,3,1,34,22,37
31,2,57,12,28,11,59,40,41,51
24,22,25,71,39,63,27,5,17,21
55,2,58,79,48,62,41,38,76,25
79,72,45,59,73,65,62,69,39,1
2,5,60,79,31,78,1,59,22,32
53,65,28,42,14,30,10,7,1,16
61,60,19,23,56,39,26,4,44,63
51,28,65,39,4,72,14,20,37,26
25,72,36,5,22,21,34,27,69,31
57,63,51,7,49,12,69,73,36,3
40,52,49,15,57,60,68,29,6,22
65,11,54,6,78,70,33,59,34,17
43,66,63,61,72,59,2,75,21,64
77,6,56,5,29,30,1,64,75,37
14,45,67,52,13,44,15,71,53,3
56,41,11,28,69,62,34,37,51,1
7,12,45,67,1,66,68,55,20,35
36,38,47,54,26,70,25,9,18,5
14,71,5,61,33,18,48,67,49,15
14,80,52,25,0,65,26,71,62,39
15,58,66,27,19,55,0,18,1,43
13,56,32,61,46,6,27,54,65,57
19,41,37,61,15,25,51,40,70,16
67,57,48,5,77,28,12,3,9,42
8,31,39,63,11,10,15,47,25,51
54,15,63,10,68,16,40,31,28,69
79,22,61,9,2,47,1,16,49,21
63,78,77,32,49,27,28,2,70,53
76,35,19,80,67,60,39,61,10,38
34,35,63,42,23,43,9,12,5,49
5,7,54,57,0,8,49,76,61,80
8,23,7,17,61,28,53,69,5,14
36,79,39,3,57,61,46,23,80,52
2,39,11,56,57,8,51,20,30,21
4,76,54,6,80,45,77,22,7,5
44,24,42,32,53,37,17,25,66,35
62,63,0,44,65,6,26,3,31,23
25,18,22,72,29,28,47,37,58,27
65,15,6,18,29,9,54,22,7,10
47,27,69,24,30,57,54,3,72,29
80,16,6,9,34,35,39,63,18,46
7,16,52,76,12,5,77,53,51,79
35,11,71,60,20,19,37,70,40,9
41,52,28,75,33,11,6,4,62,80
16,51,21,17,27,23,40,3,42,78
54,73,39,45,77,20,18,46,31,67
41,7,57,32,35,16,74,22,0,23
19,60,31,9,26,45,39,53,5,7
68,17,40,60,38,19,43,42,39,28
4,24,79,22,30,12,15,27,75,68
6,44,39,76,20,72,55,59,73,62
48,67,41,61,49,28,17,19,26,78
35,59,61,4,77,13,19,68,70,22
2,14,59,23,68,62,13,51,44,22
80,55,5,10,62,58,65,70,29,4
77,18,15,62,53,40,4,69,70,27
63,45,58,2,28,43,25,36,17,44
79,1,9,68,7,43,69,11,58,32
39,60,21,0,8,69,3,78,1,61
49,79,62,26,27,28,9,40,46,47
69,57,3,27,38,79,22,55,24,37
10,0,65,58,11,36,22,45,4,28
26,66,58,24,77,0,31,9,1,55
67,49,31,45,9,17,22,4,77,69
28,56,60,59,9,38,77,65,51,10
46,43,77,70,71,18,80,7,66,74
19,79,48,75,74,60,44,53,28,52
33,43,10,49,28,57,64,60,74,46
36,54,47,60,71,24,29,33,9,12
42,74,3,41,31,40,75,79,69,21
21,27,42,5,38,31,10,6,48,45
53,24,80,74,7,65,17,35,30,58
21,26,24,56,31,3,14,1,22,38
33,6,35,22,57,48,31,24,49,30
70,61,68,64,59,44,63,75,29,35
17,3,49,51,21,80,62,76,28,27
15,77,11,53,70,0,5,22,71,16
64,28,5,72,33,35,21,7,77,74
38,4,22,77,76,27,79,46,42,53
8,6,67,21,3,61,52,4,77,74
43,74,22,64,77,27,72,9,70,52
48,7,3,4,1,15,5,55,24,47
27,75,48,37,67,78,49,73,2,76
40,55,36,12,25,10,68,56,79,46
3,22,30,70,46,69,80,5,77,51
80,34,4,72,60,22,6,40,63,38
80,25,34,59,35,66,8,5,48,54
57,66,51,7,25,32,53,11,61,33
27,22,47,23,73,58,46,74,24,53
3,13,38,41,77,69,15,32,28,31
73,4,23,28,2,79,11,57,46,49
77,7,15,58,9,61,42,35,44,8
64,75,13,53,9,66,55,46,29,5
66,59,11,35,20,33,64,60,17,70
55,54,26,45,17,10,77,47,43,53
0,78,10,40,41,1,72,68,8,63
75,56,73,74,45,78,53,39,43,37
46,77,41,13,39,15,43,33,29,48
52,74,57,71,43,77,29,37,51,48
51,78,9,61,71,80,10,17,36,24
53,19,16,62,70,60,36,18,0,1
61,34,19,73,42,51,2,49,58,32
46,21,39,51,72,27,0,45,68,79
22,16,20,46,53,23,8,78,36,12
75,0,23,71,37,76,72,33,68,54
78,79,48,13,49,80,10,4,47,63
46,17,30,59,15,10,74,71,78,61
9,68,67,55,64,19,24,21,72,1
65,67,54,43,23,34,4,8,19,58
24,61,66,47,53,9,17,70,2,7
25,34,61,31,11,8,70,0,80,3
29,57,76,30,45,36,14,33,37,16
46,7,52,47,17,10,77,5,33,34
32,18,79,74,11,0,16,67,12,29
62,38,52,44,8,60,37,53,57,49
16,45,46,2,74,76,6,14,56,33
59,72,58,37,48,4,2,76,21,44
51,23,29,60,16,69,0,57,5,31
60,57,79,42,58,0,70,22,75,7
20,12,31,18,19,53,13,1,77,17
41,37,4,58,47,39,6,74,79,0
76,75,25,73,51,77,22,57,56,18
54,30,17,40,4,48,25,34,5,19
51,17,39,74,11,5,64,38,10,45
65,47,38,35,80,34,48,7,70,76
7,10,33,48,36,30,12,29,56,62
2,63,4,55,42,28,69,41,40,72
16,56,18,62,75,51,69,29,27,58
31,3,80,68,15,64,70,24,47,74
72,7,22,25,8,64,6,0,32,33
6,47,44,19,67,34,7,74,28,79
76,16,35,23,28,13,52,66,80,6
37,36,47,23,12,44,27,73,33,26
59,39,30,4,18,7,16,72,48,19
12,80,70,49,35,72,68,48,75,28
54,2,68,35,22,25,72,29,56,11
7,76,19,27,30,29,59,35,48,0
29,34,77,44,69,79,9,56,64,72
14,38,80,56,57,52,73,63,55,79
43,80,0,76,46,22,8,49,1,69
1,16,39,9,60,67,48,80,17,36
64,10,77,37,16,43,80,8,9,33
38,42,61,2,48,36,1,14,56,63
2,57,10,25,55,38,75,76,65,14
67,40,59,61,46,6,26,57,1,16
53,2,62,46,6,4,14,52,38,72
61,33,66,64,27,31,40,80,67,34
68,32,36,20,70,7,69,54,51,59
22,0,51,72,9,5,7,36,52,6
31,4,36,60,10,40,49,47,46,63
18,17,38,29,58,74,32,14,20,31
65,8,37,21,4,44,76,22,12,43
21,44,26,45,17,43,15,68,12,8
78,71,34,19,29,79,12,15,53,24
46,65,73,66,19,62,63,42,47,64
68,62,10,66,48,61,73,52,72,43
24,30,56,76,5,16,36,78,49,38
15,16,21,4,37,39,14,35,34,32
0,56,31,62,30,66,8,29,53,55
27,33,16,44,55,76,24,37,18,25
35,30,46,80,9,55,75,62,3,74
3,24,48,41,29,38,61,52,55,79
44,67,28,38,7,79,22,45,55,12
33,58,29,38,5,2,30,34,19,48
10,71,64,59,28,74,57,0,69,79
61,48,8,4,69,20,17,21,56,34
56,15,2,14,10,30,79,20,49,44
4,72,69,67,26,73,48,41,30,20
56,8,44,7,1,2,43,11,67,46
56,41,0,36,57,29,63,73,75,71
55,49,30,80,21,71,48,68,70,5
43,65,62,46,18,0,8,41,52,11
23,9,54,12,18,60,62,71,69,29
53,16,80,49,63,46,9,72,34,28
8,18,27,4,25,75,60,53,37,80
57,73,43,26,79,1,47,25,14,55
66,32,42,76,3,78,40,4,17,29
63,0,33,65,74,6,43,24,42,51
47,74,25,34,42,3,71,28,22,21
17,80,20,47,11,2,30,60,18,58
19,65,76,70,55,79,74,49,7,18
30,9,56,33,25,0,11,26,70,12
21,2,48,55,38,19,57,36,66,30
28,42,62,64,31,10,23,73,51,11
35,75,72,40,70,57,68,13,29,39
11,29,42,64,33,52,31,65,37,67
57,59,28,44,43,74,40,22,65,3
29,49,12,74,57,72,61,25,31,20
78,11,6,40,15,54,48,0,37,9
47,75,42,56,51,41,55,24,31,44
69,26,80,17,52,72,47,59,77,2
14,26,77,17,68,36,7,11,64,18
39,26,45,63,2,73,64,16,70,49
62,2,18,44,58,7,28,42,6,8
44,17,74,25,77,52,23,60,61,39
33,5,6,80,13,37,21,47,32,19
78,80,13,38,5,69,17,19,18,25
49,36,69,30,32,63,70,71,68,18
65,15,70,7,37,55,30,23,0,73
72,13,41,3,20,52,17,21,67,19
67,5,40,43,58,6,59,20,38,54
7,9,73,62,52,54,72,31,60,34
13,38,36,27,25,74,67,39,28,69
22,7,76,73,48,27,74,17,4,6
20,15,49,40,63,43,30,38,56,57
65,51,46,24,78,55,74,58,21,36
51,41,25,28,6,80,10,12,49,27
7,26,62,40,13,3,60,12,79,69
68,54,47,26,6,32,8,25,49,66
7,38,11,36,76,66,77,18,6,12
74,36,72,26,54,13,65,12,38,27
4,79,45,24,1,19,22,67,15,21
49,44,39,32,33,29,76,60,74,18
78,63,55,21,35,58,13,40,68,39
71,43,76,44,30,79,19,9,28,3
